n,classifier,cnn,Training accuracy,Test accuracy,Training recall,Test recall,Training precision,Test precision,Training f1 Score,Test f1 Score
266,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58000000000001,94.9,94.9
267,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
268,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
269,RANDON FOREST,efficientNetV2B0,99.8,95.94000000000001,100.0,95.28,96.08000000000001,95.88000000000001,95.2,95.2
270,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
271,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
272,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
273,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
274,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
275,RANDON FOREST,efficientNetV2B0,99.9,95.74000000000001,100.0,95.17999999999999,95.88000000000001,95.78,95.1,95.1
276,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58000000000001,94.9,94.9
277,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
278,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
279,RANDON FOREST,efficientNetV2B0,99.8,95.94000000000001,100.0,95.28,96.08000000000001,95.88000000000001,95.2,95.2
280,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
281,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
282,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
283,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
284,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
285,RANDON FOREST,efficientNetV2B0,99.9,95.74000000000001,100.0,95.17999999999999,95.88000000000001,95.78,95.1,95.1
286,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58000000000001,94.9,94.9
287,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
288,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
289,RANDON FOREST,efficientNetV2B0,99.8,95.94000000000001,100.0,95.28,96.08000000000001,95.88000000000001,95.2,95.2
290,RANDON FOREST,efficientNetV2B0,99.0,97.54,100.0,96.08,97.68,96.68,96.0,96.0
291,RANDON FOREST,efficientNetV2B0,100.0,93.54,100.0,94.08,93.68,94.68,94.0,94.0
292,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
293,RANDON FOREST,efficientNetV2B0,100.0,94.54,100.0,94.58,94.68,95.18,94.5,94.5
294,RANDON FOREST,efficientNetV2B0,99.5,96.54,100.0,95.58,96.68,96.18,95.5,95.5
295,RANDON FOREST,efficientNetV2B0,99.9,95.74000000000001,100.0,95.17999999999999,95.88000000000001,95.78,95.1,95.1
296,RANDON FOREST,efficientNetV2B0,100.0,95.34,100.0,94.98,95.48,95.58000000000001,94.9,94.9
297,RANDON FOREST,efficientNetV2B0,100.0,95.54,100.0,95.08,95.68,95.68,95.0,95.0
298,RANDON FOREST,efficientNetV2B0,100.0,95.14,100.0,94.88,95.28,95.48,94.8,94.8
299,RANDON FOREST,efficientNetV2B0,99.8,95.94000000000001,100.0,95.28,96.08000000000001,95.88000000000001,95.2,95.2
300,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
301,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
302,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
303,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
304,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
305,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
306,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
307,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
308,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
309,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
310,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
311,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
312,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
313,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
314,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
315,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
316,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
317,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
318,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
319,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
320,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
321,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
322,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
323,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
324,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
325,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
326,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
327,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
328,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
329,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
330,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
331,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
332,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
333,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
334,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
335,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
336,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
337,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
338,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
339,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
340,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
341,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
342,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
343,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
344,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
345,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
346,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
347,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
348,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
349,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
350,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
351,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
352,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
353,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
354,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
355,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
356,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
357,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
358,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
359,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
360,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
361,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
362,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
363,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
364,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
365,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
366,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
367,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
368,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
369,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
370,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
371,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
372,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
373,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
374,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
375,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
376,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
377,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
378,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
379,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
380,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
381,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
382,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
383,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
384,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
385,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
386,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
387,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
388,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
389,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
390,SVMpoly,resNetRS101,99.0,93.54,100.0,94.92,94.62,94.62,95.0,94.0
391,SVMpoly,resNetRS101,100.0,97.54,99.0,94.92,96.62,96.62,95.0,96.0
392,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
393,SVMpoly,resNetRS101,100.0,96.54,99.5,94.92,96.12,96.12,95.0,95.5
394,SVMpoly,resNetRS101,99.5,94.54,100.0,94.92,95.12,95.12,95.0,94.5
395,SVMpoly,resNetRS101,99.9,95.34,100.0,94.92,95.52000000000001,95.52000000000001,95.0,94.9
396,SVMpoly,resNetRS101,100.0,95.74000000000001,99.9,94.92,95.72,95.72,95.0,95.1
397,SVMpoly,resNetRS101,100.0,95.54,100.0,94.92,95.62,95.62,95.0,95.0
398,SVMpoly,resNetRS101,100.0,95.94000000000001,99.8,94.92,95.82000000000001,95.82000000000001,95.0,95.2
399,SVMpoly,resNetRS101,99.8,95.14,100.0,94.92,95.42,95.42,95.0,94.8
400,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
401,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
402,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
403,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
404,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
405,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
406,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
407,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
408,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
409,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
410,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
411,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
412,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
413,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
414,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
415,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
416,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
417,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
418,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
419,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
420,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
421,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
422,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
423,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
424,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
425,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
426,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
427,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
428,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
429,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
430,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
431,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
432,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
433,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
434,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
435,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
436,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
437,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
438,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
439,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
440,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
441,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
442,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
443,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
444,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
445,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
446,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
447,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
448,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
449,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
450,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
451,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
452,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
453,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
454,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
455,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
456,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
457,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
458,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
459,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
460,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
461,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
462,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
463,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
464,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
465,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
466,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
467,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
468,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
469,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
470,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
471,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
472,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
473,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
474,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
475,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
476,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
477,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
478,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
479,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
480,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
481,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
482,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
483,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
484,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
485,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
486,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
487,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
488,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
489,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
490,RANDON FOREST,restnet50,99.0,95.54,100.0,95.27,95.21,96.21,97.0,95.0
491,RANDON FOREST,restnet50,100.0,95.54,99.0,95.27,97.21,96.21,93.0,95.0
492,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
493,RANDON FOREST,restnet50,100.0,95.54,99.5,95.27,96.71,96.21,94.0,95.0
494,RANDON FOREST,restnet50,99.5,95.54,100.0,95.27,95.71,96.21,96.0,95.0
495,RANDON FOREST,restnet50,99.9,95.54,100.0,95.27,96.11,96.21,95.2,95.0
496,RANDON FOREST,restnet50,100.0,95.54,99.9,95.27,96.30999999999999,96.21,94.8,95.0
497,RANDON FOREST,restnet50,100.0,95.54,100.0,95.27,96.21,96.21,95.0,95.0
498,RANDON FOREST,restnet50,100.0,95.54,99.8,95.27,96.41,96.21,94.6,95.0
499,RANDON FOREST,restnet50,99.8,95.54,100.0,95.27,96.00999999999999,96.21,95.4,95.0
500,SVMpoly,vgg16,100.0,97.54,100.0,94.27,93.67,96.67,95.0,94.0
501,SVMpoly,vgg16,100.0,93.54,99.0,96.27,97.67,94.67,95.0,96.0
502,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
503,SVMpoly,vgg16,100.0,94.54,99.5,95.77,96.67,95.17,95.0,95.5
504,SVMpoly,vgg16,100.0,96.54,100.0,94.77,94.67,96.17,95.0,94.5
505,SVMpoly,vgg16,100.0,95.74000000000001,100.0,95.17,95.47,95.77,95.0,94.9
506,SVMpoly,vgg16,100.0,95.34,99.9,95.36999999999999,95.87,95.57000000000001,95.0,95.1
507,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
508,SVMpoly,vgg16,100.0,95.14,99.8,95.47,96.07000000000001,95.47,95.0,95.2
509,SVMpoly,vgg16,100.0,95.94000000000001,100.0,95.07,95.27,95.87,95.0,94.8
510,SVMpoly,vgg16,100.0,97.54,100.0,94.27,93.67,96.67,95.0,94.0
511,SVMpoly,vgg16,100.0,93.54,99.0,96.27,97.67,94.67,95.0,96.0
512,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
513,SVMpoly,vgg16,100.0,94.54,99.5,95.77,96.67,95.17,95.0,95.5
514,SVMpoly,vgg16,100.0,96.54,100.0,94.77,94.67,96.17,95.0,94.5
515,SVMpoly,vgg16,100.0,95.74000000000001,100.0,95.17,95.47,95.77,95.0,94.9
516,SVMpoly,vgg16,100.0,95.34,99.9,95.36999999999999,95.87,95.57000000000001,95.0,95.1
517,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
518,SVMpoly,vgg16,100.0,95.14,99.8,95.47,96.07000000000001,95.47,95.0,95.2
519,SVMpoly,vgg16,100.0,95.94000000000001,100.0,95.07,95.27,95.87,95.0,94.8
520,SVMpoly,vgg16,100.0,97.54,100.0,94.27,93.67,96.67,95.0,94.0
521,SVMpoly,vgg16,100.0,93.54,99.0,96.27,97.67,94.67,95.0,96.0
522,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
523,SVMpoly,vgg16,100.0,94.54,99.5,95.77,96.67,95.17,95.0,95.5
524,SVMpoly,vgg16,100.0,96.54,100.0,94.77,94.67,96.17,95.0,94.5
525,SVMpoly,vgg16,100.0,95.74000000000001,100.0,95.17,95.47,95.77,95.0,94.9
526,SVMpoly,vgg16,100.0,95.34,99.9,95.36999999999999,95.87,95.57000000000001,95.0,95.1
527,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
528,SVMpoly,vgg16,100.0,95.14,99.8,95.47,96.07000000000001,95.47,95.0,95.2
529,SVMpoly,vgg16,100.0,95.94000000000001,100.0,95.07,95.27,95.87,95.0,94.8
530,SVMpoly,vgg16,100.0,97.54,100.0,94.27,93.67,96.67,95.0,94.0
531,SVMpoly,vgg16,100.0,93.54,99.0,96.27,97.67,94.67,95.0,96.0
532,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
533,SVMpoly,vgg16,100.0,94.54,99.5,95.77,96.67,95.17,95.0,95.5
534,SVMpoly,vgg16,100.0,96.54,100.0,94.77,94.67,96.17,95.0,94.5
535,SVMpoly,vgg16,100.0,95.74000000000001,100.0,95.17,95.47,95.77,95.0,94.9
536,SVMpoly,vgg16,100.0,95.34,99.9,95.36999999999999,95.87,95.57000000000001,95.0,95.1
537,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
538,SVMpoly,vgg16,100.0,95.14,99.8,95.47,96.07000000000001,95.47,95.0,95.2
539,SVMpoly,vgg16,100.0,95.94000000000001,100.0,95.07,95.27,95.87,95.0,94.8
540,SVMpoly,vgg16,100.0,97.54,100.0,94.27,93.67,96.67,95.0,94.0
541,SVMpoly,vgg16,100.0,93.54,99.0,96.27,97.67,94.67,95.0,96.0
542,SVMpoly,vgg16,100.0,95.54,100.0,95.27,95.67,95.67,95.0,95.0
543,SVMpoly,vgg16,100.0,94.54,99.5,95.77,96.67,95.17,95.0,95.5
